,channel_name,channel_id,channel_description,date,text,id,detected_language
12,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",2021-04-15 22:59:04,"Liebe Freude der Grundrechte,
wir haben einen Teilsieg für die Kundgebung am Samstag in Kempten bei VG Augsburg erwirkt. Die Kundgebung wurde genehmigt, allerdings mit einer Personenbeschränkung auf 200 Teilnehmer. Hiergegen werden wir Beschwerde beim VGH in München einlegen, sowie gegen das Aufzugsverbot.

Es bleibt dabei, dass sich ein Spaziergang am Samstag in Kempten anbietet. Natürlich informieren wir euch über das weitere Geschehen.

#Kemptenwirkommenimmernoch

@BayernInfoChat

Raus auf die Straße @Demotermine!",Demotermine125028861091852021-04-15 22:59:42,de
13,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",2021-04-19 18:01:21,"🆘 LETZTER Halt der ""Legendär-Tour"":
‼️ BERLIN, 21. April 2021 ‼️
#WirwerdenALLEdasein 
—————————————————
Wir sind die Friedensbewahrer! ☮️
Wir sind die Freiheitsschützer! 🌅
Wir sind die Demokratie-Hüter! 🔆
Wir sind die Verhältnismäßigkeits-Befürworter! ⚖️
FRIEDLICH und GEWALTFREI sind wir ALLE am 21. April 2021 in Berlin! ALLE! ♾👫❤️
—————————————————
Und wir bleiben! Ja, wir bleiben! Wenn versucht wird, uns zu vertreiben, setzen wir uns hin - ALLE. Wir schließen die Augen. Wir beten, meditieren, sind still. Wir sind und bleiben in der Liebe und im Frieden! Jeder wird diese Bilder sehen ... deutlicher kann es nicht sein. Die Liebe wird gewinnen. ❤️",Demotermine12502886109284,de
14,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",2021-09-27 11:01:08,"👆🏼👆🏼👆🏼👆🏼👆🏼

📍 LIEU : Berne
⌚️ Jeudi 23.09.2021

Voici un petit montage réalisé par ActionsSuisse montrant les violences policières abusives lors de la manifestation PACIFIQUE du 23 septembre à Berne.

Le lien de téléchargement pour diffuser la vidéo : https://mega.nz/file/rOpnxaKa#Y6XyesUkc89gdVu24MdTIcqWzvJV2HctmUBhXwGv4nc

NE NOUS LAISSONS PAS ABATTRE, RENDEZ-VOUS TOUS LES JEUDIS À BERNE, 19h30 - Place de la Gare ! Plus nous serons nombreux, plus forts nous serons face à eux.

Pour plus d'actualités sur les mouvements #antipass ou #anticovid en Suisse, rejoignez t.me/ActionsSuisse 😉

Un partage vaut plus que mille mots, n'hésitez pas à faire tourner ce canal pour faire agrandir le réseau ! Merci !

👤 @ActionsSuisseSupport
📧 contact@actionssuisse.ch
🚙 t.me/BlaBlaCarSuisse
✊🏼 t.me/ActionsSuisse ➕👥

Bern

#CH #Di2809

Raus auf die Straßen @Demotermine",Demotermine1250288610195302021-09-27 11:11:47,fr
15,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",2021-05-27 07:00:28,"🗓 Demo #MobilitätswendeJetzt – Lobauautobahn & Stadtstraße verhindern! – Wien #Termin

Raus auf die Straße @Demotermine!",Demotermine1250288610111052021-05-27 07:00:29,de
16,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",2021-09-04 09:23:56,"Hier eine Dokumentation vom 3.9.2021 die Euch einen kleinen Einblick ermöglicht 

https://youtu.be/RsWmaKv4FTg

https://t.me/Ahrtal_714",Demotermine1250288610170742021-09-04 09:23:18,de
17,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",2021-09-09 16:32:54,"Das kommende Desaster: Rot-Rot-Grün mit Scholz, Esken, Kühnert, Baerbock, Habeck! Entlarvende Pläne — Silberjunge
https://youtu.be/Mcjlxxh9Uws 12:39

@Silberjunge",Demotermine1250288610175472021-09-09 16:32:09,de
18,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",2021-05-21 02:09:14,Raus auf die Straße @Demotermine!,Demotermine1250288610107902021-05-21 02:09:15,de
19,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",2021-05-09 04:58:11,"⚠️ Hier mal eine offene Ansage an alle Verfassungsschützer, Polizisten und bezahlte Aktoren  die sich in allen Räumen aufhalten und Spionieren ⚠️

Erstens: ""Wir wissen das ihr da seid!""

Nun, wenn ihr tatsächlich Ermittler seid die den Namen verdienen, 
dann habt ihr ein Mindestmaß an Intelligenz!
Das bedeutet ihr wisst was ihr tut ‼️

Und wir wollen auch sagen warum wir davon ausgehen das ihr es wisst - niemand kann sich Monatelang die Informationen online ansehen ohne zu bemerken das wir etliche gute Argumente haben  ‼️

Wenn du so einer bist, Frage dich ganz genau warum du das machst was du machst?
Und vor allem fragen wir, was du da unterstützt ?
Frag dich, was die Oberen für die du arbeitest wirklich wollen ?
Wozu all die Unaufrichtigkeit ?
Verstecken wir uns etwa mit unserer Kritik ? 
Wozu also eure Protokolle ?

Was willst du später sagen ?
Willst du wenn es zum äußersten kommt auch klingen wie ein damals... ?
 ""ICH HAB DOCH NUR MEINEN JOB GEMACHTEN"" ⁉️

Du sagst soweit kommt es nicht?

Na ja, wenn wir uns etwa die Gewalt anschauen mit der bewaffnete Männer mit Ganzkörperschutz selbst vor alten Menschen, Kinder und sogar schwangeren Frauen nicht halt machen wegen einer OW ‼️

Alles angeblich wegen eines Virus das im schlimmsten Gebiet (Gibraltar) bis heute nicht mal 3 zehntel von einem Prozent der Bevölkerung das Leben gekostet hat ⁉️

Aber das hast du ja längst alles erfahren beim Protokollieren, nicht wahr?

Und wenn nicht wird es Zeit das du dich damit auseinandersetzt!

Bedenke schon in früheren Zeiten war es ein demokratisch legitimierter Kanzler von Deutschland und das Ermächtigungsgesetz wurde vom Parlament demokratisch Beschlossen und natürlich ging es angeblich um den Schutz der Bevölkerung. Sein Titel lautete ""Gesetz zur Behebung der Not von Volk und Reich""
Auch bei der Mauer  handelte es sich um einen ""SCHUTZwall"" hinter dem die Zwangs-Beschützten eingesperrt wurden !

Übrigens war der Plan der Errichtung einer Mauer davor noch als Verschwörungstheorie abgetan worden 
""....niemand hat vor einen Mauer zu errichten""  hieß es !

Wofür gibst du dich her ?
Du wirst keine Ausrede haben, weder vor den Menschen, noch vor deinen Kindern, ja nicht mal vor deinem eigen Gewissen wirst du bestehen können, denn all die Informationen sind öffentlich zugänglich. Die Zahlen sind nun mal Fakten, du kannst sie selber prüfen.

Du kannst dich selber beim Intensivbetten-Register umschauen und  wissen das es 2020 nicht zur Überlastung des Systems kam.

Darfst du sagen: ""ich mache nur meinen JOB ?""
Darfst du sagen: ""ich muss schließlich meine Familie ernähren, während du aktiv hilfst die Existenz von Zahllosen andren Familien- Väter und - Müttern zu zerstören?""
Darfst du jedem Befehl blind gehorchen?
Wo wäre für dich die Grenze ?
Glaubst du wirklich du kannst dich vor Gott und vor dir selbst aus der Verantwortung stehlen ?

ALSO:
WIR WOLLEN DAS IHR ZUHÖRT, UND HÖRT GUT ZU, DAMIT IHR KEINE ENTSCHULDIGUNG HABT FALLS IHR WIRKLICH WEITER FÜR EUREN SOLD DIE TREUE ZUR BEVÖLKERUNG UND DEM GRUNDGESETZ MIT FÜSSEN IN DEN DRECK TRETEN HELFEN WOLLT ‼️

Wir meinen das ganz ernst, den das ist kein Spiel, ihr seit aktiv an der Zerstörung von Menschenleben beteiligt ‼️
Beispiel:
Wie Schäuble am 18.12 2020 im Bundestag einräumte haben die Lockdowns  in den westlichen Ländern zu Millionen von zusätzlichen Hungertoden in den 3. Weltländern geführt.
Ja, unser künstlicher Konsumverzicht hat dazu geführt das sie das bisschen was sie hatten auch noch verloren!!

Wie jetzt, geht es unseren lieben führenden in der Welt den nicht um jedes Menschenleben ⁉️

Sprich ihr helft dabei die Schwächsten der Schwachen umzubringen ‼️

JA WIR WOLLEN DAS IHR ZUHÖRT UND EUCH DAS KLAR MACHT ‼️

Wer weiß vielleicht finden manche von euch noch einen funken in der Seele und wird anfangen sich dagegen zu stemmen anstatt seine Seele zu verkaufen!

Gottes Segen allen von euch die noch Treue und Ehre und etwas wie ein Gewissen in ihrer Seele haben zur Bevölkerung und zum Grundgesetz💪❤️

Raus auf die Straße @Demotermine!",Demotermine1250288610102482021-05-09 04:58:11,de
21,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",2021-11-13 18:52:18,"🔴🇲🇫 On fini notre tour de France des villes qui ont manifesté aujourd’hui contre le Pass sanitaire et la vaccination obligatoire .

De nombreuses personnes ont manifesté à Agen (1), Perpignan (2), Colmar (3), Mulhouse (4), Metz (5), La Roche-sur-Yon (6), Brest (7), Limoges (8), Guadeloupe (9), Chambery (10) mais aussi à Rennes, Cholet, Selestat, St Brieu, Auxerre, Brive-la-Gaillarde, Roanne, Annecy, Voiron et Lille.

#PassSanitaire 
#manif13novembre

Rejoignez la Vérité Censurée
https://t.me/Laveritecensure

Raus auf die Straßen @Demotermine!
👉 Übersicht / Overview 👈",Demotermine1250288610265392021-11-13 18:52:22,fr
22,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",2021-11-03 08:22:34,"…eine gute Zusammenfassung aus Zermatt…https://youtu.be/Fqmh69gaxuI

#Walliserkanne

Raus auf die Straßen @Demotermine!
👉 Übersicht / Overview 👈",Demotermine1250288610247992021-11-03 08:22:51,de
24,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",2021-05-29 07:00:45,"🗓 INFOTISCH – Wien #Termin

@OesterreichChat

29052021

Raus auf die Straße @Demotermine!",Demotermine1250288610111822021-05-29 09:42:16,de
26,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",2021-08-29 14:48:55,"+++ Mehreren Meldungen zufolge ist die 110 in Berlin ständig nicht erreichbar. Zuviele Berliner rufen an, um Windeltruppen anzuzeigen. Redaktion empfiehlt, die Straftaten der Windeltruppen zu dokumentieren, den wichtigen Notruf aber zunächst nicht zu verwenden. Die Menschen hoffen aber zurecht darauf, dass die zivilisierten Polizeibeamten endlich gegen die Asi-Banden mit Polizeiaufdruck einzuschreiten. +++ #b2908

Raus auf die Straßen @Demotermine",Demotermine1250288610163542021-08-29 14:47:47,de
27,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",2021-10-13 21:09:25,"Diesem Antrag kann jeder Wahlberechtigter Bürger in Deutschland kostenlos folgen. Gar sollte es die Pflicht jedem Bürgers sein, dies nicht hinzunehmen und Einspruch zu erheben.

RA Schneider stellt dafür seinen Antrag als Musterschreiben zur Verfügung.

https://coronapedia.de/read-blog/51_bundestagswahl-ungultig-wahlwiederholung-der-wahl-2021.html

Raus auf die Straßen @Demotermine!
👉 Übersicht / Overview 👈",Demotermine1250288610212702021-10-13 21:09:17,de
28,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",2021-11-20 17:00:56,"https://telesco.pe/info_direkt/2991

Raus auf die Straßen @Demotermine!
👉 Übersicht / Overview 👈",Demotermine1250288610274582021-11-20 17:01:00,de
29,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",2021-11-20 12:08:19,"https://telesco.pe/info_direkt/2976

Raus auf die Straßen @Demotermine!
👉 Übersicht / Overview 👈",Demotermine1250288610273122021-11-20 12:08:22,de
30,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",2021-11-11 12:17:30,"Please see all UK & Ireland Stand listings here: https://astandinthepark.org/uk/ Can't see one near you? Why not start one? It's so simple! Just email stands@astandinthepark.org. 💛

#GB #Sun1411 #Blackwater

Raus auf die Straßen @Demotermine!
👉 Übersicht / Overview 👈",Demotermine1250288610261412021-11-11 12:19:50,en
31,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",2020-12-21 11:23:20,"Berlin Autokorso
Treffpunkt Masurenallee P1 Hammarskjöld-Platz an der Messe Berlin

@AutokorsoBerlinChat

@BerlinInfoChat

21122020

Bilder und Videos hochladen @WiderstandAktiv - Termine in Textform @Termine_Veranstaltungen
Fahren oder Mitfahren @Fahrgemeinschaft - Übernachten? @Unterkuenfte

@Demotermine - @DemotermineChat - @Demoliebe",Demotermine125028861046642020-12-21 11:26:06,de
32,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",2021-11-03 12:20:48,"🆘⚠️‼️NEW YORK CITY LOCATION CHANGE⚠️This flyer (City Hall Park) is the correct location. 
Luckily it’s not far from the old location!

#newyorkcity #ny #nyc #healthfreedom #walkout

#USA #Wed0311

Raus auf die Straßen @Demotermine!
👉 Übersicht / Overview 👈",Demotermine1250288610248592021-11-03 12:26:43,en
33,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",2021-11-03 14:14:49,"💪💪💪💪💪💪💪💪💪💪💪💪💪
Donnerstag,  4.11 11.30
Rathausplatz Erlangen 
Ab 11.00 Aufbau (Helfer willkommen ), 
ab 12.30 Umzug 
Offenes Mikro
Letztes Mal waren nur 2 Leute dabei - ist es nicht beschämend,  dass alle in Angst Leben und sich nicht trauen  wenigstens als Zuschauer eine Demo zu besuchen?😢😳🧐🙈

#BY #Do0411 #Erlangen

Raus auf die Straßen @Demotermine!
👉 Übersicht / Overview 👈",Demotermine1250288610249102021-11-03 14:16:05,de
