,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,channel_name,channel_id,channel_description,message_id,from_id,via_bot_id,date,edit_date,text,forwards,fwd_from,replies,reply_to,media,views,id,cleaned_text,text_length,lang
20004,23550,23550,26254,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",4242,,,2020-11-30 12:49:13,2020-11-30 12:50:29,"Waiblingen Alter Postplatz USER

USER

USER

30112020

Bilder und Videos hochladen USER - Termine in Textform USER
Fahren oder Mitfahren USER - Übernachten? USER

USER - USER - USER",3.0,,"MessageReplies(replies=0, replies_pts=290300, comments=True, recent_repliers=[], channel_id=1390786296, max_id=None, read_max_id=None)",,"MessageMediaPhoto(photo=Photo(id=5341686792547578200, access_hash=7097742290478636997, file_reference=b'\x02J\x85\xe3\xe2\x00\x00\x10\x92a\x9fW\xe2\xb0\x87 \ra\xeb\xdc7~\xb7\x9b\x9f\xa4NJ\xd8', date=datetime.datetime(2020, 11, 29, 19, 51, 36, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b'\x01&(\xd2t\xc4;\xc6\x06\x17=*\xaf\x9cG\\g\x15q\xc6\xebb\xb9\xc6W\x15\x9f\xf6Y\nl\xf3P\x92q\xf7\xa8\x1d\xc6\xad\xd4\x8c\xf9\xd9\x98\xcf\xa0\x19\xfc\xaa\xc2N\x8e\x01C\x9c\xfa\x8e\x95\x0f\xd9\x08}\xeb""\x0e1\x80\xdd)\xd6\xf6\x867\xe5\xe3<\x83\xf7\xb3\x9aAr\xe7\x97\xf2n$}\xde\x98\xa2\xa5#\x11\x11\xedE\x16\x15\xc8\x0b\xb6QG\xa0\xc2\x8f\xe2\xff\x00\x01O\xd8\xe1Fv\x96\'\'\xe5\xe0S\xb6\xe6 6\xee\xc8\x15\x13yjp\xca\x07\xd5\xf1L\x07m\x93\xa6\xc5\xff\x00\xbeG\xf8\xd3\xd1~S\xb9\x14\x1f\xa5DL^\x8a\x7f\xe0t\xab\xe5\x9e\x10+\x13\xd8=\x0081!\xd4\xf1\x81\xd3\xd2\x8a~1\x11\x18\xc0\x00\xf1E\x000J\xa1\x00\xf9\x87\x1d\xa9\x0c\xd8\'\x96\xfd(\xa2\x80\x13\xce\xef\xf3~\x94\xa2nq\x96\xfd(\xa2\x80\x15\xa5]\x84s\xd2\x8a(\xa0\x0f'), PhotoSize(type='m', w=320, h=307, size=31485), PhotoSize(type='x', w=763, h=733, size=87347)], dc_id=2, has_stickers=False, video_sizes=[]), ttl_seconds=None)",4647.0,Demotermine125028861042422020-11-30 12:50:29,Waiblingen Alter Postplatz USER USER USER 30112020 Bilder und Videos hochladen USER - Termine in Textform USER Fahren oder Mitfahren USER - Übernachten ? USER USER - USER - USER,181,de
17405,20449,20449,22800,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",24723,,,2021-11-02 19:50:20,2021-11-02 19:49:40,"Freiheitsversammlung 30.10.21: Symbolisches Masken zerschneiden zum Freedom-Day — Freiheitsversammlung Muenchen
URL 1:26

Raus auf die Straßen USER
👉 Übersicht / Overview 👈",0.0,,"MessageReplies(replies=0, replies_pts=290292, comments=True, recent_repliers=[], channel_id=1390786296, max_id=None, read_max_id=None)",,"MessageMediaPhoto(photo=Photo(id=5768215588076891459, access_hash=-7911017753885948623, file_reference=b'\x02J\x85\xe3\xe2\x00\x00`\x93a\x9fW\x1c\xb7\\\xa2\xbfP\x8dO^\xf4\x97k\x18m\xfe\xc1\xd6', date=datetime.datetime(2021, 11, 2, 19, 50, 17, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b'\x01\x1e(\xaet\xc0\xbf~`\xb9\xe9\x9e)\x0e\x9a\xaa2f\x0b\x9e\x9b\xaa\xeb\xc3\x14\x93\x0f1\xd9\xb6\x80\x06{\xd3&\x96\xdd\xd0\xab\xae\xe2\xa0\x80qKP+6\x97\xb5Ai\x82\xf6\xe7\x8a\x92=#*K\xc8\xcb\x8faRF\xb1Mk\x1f\x99\xf3\x95\\\x0ezsS\xad\xdaD\xaa\xb8b\xb8\xfe\x94\x0c\xca\x9a\xd1cb\xa1\xc9o\xa5\x151\x8d\x96L\xcb\xbb\xe6\xf9\x87\x1e\xb4S\x10\xaf6\xcd\xd2\x14\xdc}\xcd:\xd9\x16D2\xb0\x19~\xdd\x85g\xfd\xa2OQ\xf9Q\xe7\xc9\xea?*`j\x16\xf2UB\xf4\x03\x1c\xd4M!g\xcf\x18\xff\x00\xf5\xd5\x0f\xb4I\xea?*<\xf9=G\xe5H\rCrw\x06e\x04\x81\x8c\x92h\xac\xbf\xb4I\xea?*(\x03'), PhotoSize(type='m', w=320, h=240, size=27316), PhotoSize(type='x', w=480, h=360, size=23373)], dc_id=4, has_stickers=False, video_sizes=[]), ttl_seconds=None)",2199.0,Demotermine1250288610247232021-11-02 19:49:40,Freiheitsversammlung 30.10.21 : Symbolisches Masken zerschneiden zum Freedom-Day — Freiheitsversammlung Muenchen URL 1:26 Raus auf die Straßen USER 👉 Übersicht / Overview 👈,172,de
16893,19787,19787,22015,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",25607,,,2021-11-07 07:48:00,2021-11-07 07:46:36,"🇫🇷    Straßburg 🎶 

6.11.2021


🎶🎶 Danser encore, gute Laune, um motiviert zu bleiben

🍀👍

USER

Raus auf die Straßen USER
👉 Übersicht / Overview 👈",2.0,,"MessageReplies(replies=0, replies_pts=290292, comments=True, recent_repliers=[], channel_id=1390786296, max_id=None, read_max_id=None)",,"MessageMediaDocument(document=Document(id=5204224130399867039, access_hash=-7248575522078242871, file_reference=b'\x02J\x85\xe3\xe2\x00\x00d\x07a\x9fW\x14\x9f\xc6\x92\xff\xaa\xb0\xf2Og\xf8A\x94.0\xc8\xb7', date=datetime.datetime(2021, 11, 6, 15, 28, 14, tzinfo=datetime.timezone.utc), mime_type='video/mp4', size=4886368, dc_id=2, attributes=[DocumentAttributeVideo(duration=9, w=720, h=1280, round_message=False, supports_streaming=True)], thumbs=[PhotoStrippedSize(type='i', bytes=b'\x01(\x16\x8d\\J\x84q\x9e\xb5v\xd6\xf9Da$\xdd\x91\xc6k=\x9a5rc\xc7\x14\xe4\x993\x92\x06E\x08\r\xd5ea\x90A\x14VLW\x01I!\xb1\x9a(\x031\x1c\x16\x19\xef\xc1\xa7)\xd8\x1b8`x\xce*{\x04\x119\x91\xca\x82W\xe5\xc9\xa2\xea%\x08\xcc;\xf4\x1e\x94\xec+\x90\xa1L\x90\xc7+\xda\x8a\x85\x95\x94\x00\xc0\x8f\xad\x14\x80\x9e\x1c8\x19<\x8a\x9aW\xc9\x8dr\x06[\xbd\x14Ut\x11\x1d\xd2coC\xf4\xa2\x8a)\x01'), PhotoSize(type='m', w=180, h=320, size=17120)], video_thumbs=[]), ttl_seconds=None)",1784.0,Demotermine1250288610256072021-11-07 07:46:36,"🇫 🇷 Straßburg 🎶 6.11.2021 🎶 🎶 Danser encore , gute Laune , um motiviert zu bleiben 🍀 👍 USER Raus auf die Straßen USER 👉 Übersicht / Overview 👈",147,de
10885,12858,12858,14638,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",13384,,,2021-08-01 11:28:22,2021-08-01 11:32:01,"Alte Frau wird brutal festgehalten. In diesem Fall schützen wohl Ausrüstung und Visiere auch beim Anfassen vor dem Virus... 

URL

Raus auf die Straße USER",161.0,,"MessageReplies(replies=14, replies_pts=290295, comments=True, recent_repliers=[PeerUser(user_id=1426945725), PeerUser(user_id=1161473521), PeerUser(user_id=870326012)], channel_id=1390786296, max_id=93091, read_max_id=None)",,"MessageMediaDocument(document=Document(id=5202134345342520391, access_hash=-4375605390088741564, file_reference=b'\x02J\x85\xe3\xe2\x00\x004Ha\x9fW\x8b\t\x13F\xdd\x95h\xfc\x8f\xc3\xc1\t\x98^\x02C\x93', date=datetime.datetime(2021, 8, 1, 11, 23, 33, tzinfo=datetime.timezone.utc), mime_type='video/mp4', size=498501484, dc_id=2, attributes=[DocumentAttributeVideo(duration=257, w=1920, h=1080, round_message=False, supports_streaming=True)], thumbs=[PhotoStrippedSize(type='i', bytes=b""\x01\x16(\xa8\xa3\x1fq\x9b>\x955\xac\x87-\xbc\x80z\x0fz\xad\x1f\x99\x90T\xed>\xd5!\x8aBA\x0b\x9f\x9b4 '\xb8t\x964\xd8\xd9a\xd4\n\x92\x19\xc7?6p*++fI$.\x06\xd2\xa4\x0c\xd5e\x8aH\xa4p\xbc\xed\xfdh\x02\xc12\x02s\x8e{\xd1S\xb4N0\xdf\x7f#\x92{QJ\xc1`\x8e4\x07\x00sS\x05Q\xd0QE0\x1d\xb4Rl\x1c\xfb\xd1E\x03\x02\xb9\x04f\x8a(\xa0G""), PhotoSize(type='m', w=320, h=180, size=18555)], video_thumbs=[]), ttl_seconds=None)",20191.0,Demotermine1250288610133842021-08-01 11:32:01,Alte Frau wird brutal festgehalten . In diesem Fall schützen wohl Ausrüstung und Visiere auch beim Anfassen vor dem Virus ... URL Raus auf die Straße USER,155,de
23131,26716,26716,30198,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",6101,,,2021-02-09 01:15:11,2021-02-09 01:17:38,"Eilversammlung 09.02.21 Weichering Kapellenplatz

USER

USER

09022021

Bilder und Videos hochladen USER - Termine in Textform USER
Fahren oder Mitfahren USER - Übernachten? USER

USER - USER - USER",7.0,,"MessageReplies(replies=0, replies_pts=290300, comments=True, recent_repliers=[], channel_id=1390786296, max_id=None, read_max_id=None)",,"MessageMediaPhoto(photo=Photo(id=5265073857411265291, access_hash=-6983853939436562971, file_reference=b'\x02J\x85\xe3\xe2\x00\x00\x17\xd5a\x9fW\xd1M1\xba\x9b\xf1\x91|\x90\xf3\x7f\xb2\x08\xb5\x12\xf5\x8a', date=datetime.datetime(2021, 2, 8, 17, 6, 34, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b""\x01(\x1c\xd7,\x00\xe4\xfe\xb4\xdf\x9f\xfb\xd4\xc9c2dn\x18\xf4#5\x17\x90\x9f\xecz\xfd\xca\x00\xb2\xa4\xf7\xe6\x9e\x0f\xbdSKu\x1fp\xa8\xc1\xcf\x0bV\x93;y\xe4\xfd(\x009\xec\x01\xfci\xa7'\x18\xe3\xe8E8\x93\xd8\x1aL\x1fO\xd0P\x02\x8c\x9f\xe1_\xce\x94\x0f\xa54n\x1d\xbfJu\x00\x199\xe9M \x13\x92\xb4Q@\n\x0e8\x00\xe2\x97\xf04Q@\x1f""), PhotoSize(type='m', w=228, h=320, size=19575), PhotoSize(type='x', w=570, h=800, size=72947), PhotoSize(type='y', w=912, h=1280, size=101112)], dc_id=2, has_stickers=False, video_sizes=[]), ttl_seconds=None)",3503.0,Demotermine125028861061012021-02-09 01:17:38,Eilversammlung 09.02.21 Weichering Kapellenplatz USER USER 09022021 Bilder und Videos hochladen USER - Termine in Textform USER Fahren oder Mitfahren USER - Übernachten ? USER USER - USER - USER,198,de
14381,16704,16704,18726,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",8759,,,2021-04-07 17:28:47,,"Wichtiges Urteil des Oberverwaltungsgerichtes Niedersachsen: ""Nicht nachprüfbare Behauptungen"" [der Regierung] reichen ""zur Rechtfertigung einer derart einschränkenden und weitreichenden Maßnahme wie einer Ausgangssperre nicht aus"". URL

USER

Neue Fälle USER - Diskussion USER

Termin mitteilen 
USER",20.0,"MessageFwdHeader(date=datetime.datetime(2021, 4, 7, 17, 26, 59, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1358208320), from_name=None, channel_post=113, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","MessageReplies(replies=0, replies_pts=290300, comments=True, recent_repliers=[], channel_id=1390786296, max_id=None, read_max_id=None)",,,4564.0,Demotermine12502886108759,"Wichtiges Urteil des Oberverwaltungsgerichtes Niedersachsen : "" Nicht nachprüfbare Behauptungen "" [ der Regierung ] reichen "" zur Rechtfertigung einer derart einschränkenden und weitreichenden Maßnahme wie einer Ausgangssperre nicht aus "" . URL USER Neue Fälle USER - Diskussion USER Termin mitteilen USER",301,de
14493,16818,16818,18848,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",8651,,,2021-04-05 13:55:32,2021-04-05 16:15:52,"📆 Lasst uns reden!
👉🏻 mehr Infos dazu

#Termin #QuerDenken!

Traunstein Stadtplatz

USER

08042021

Raus auf die Straße USER",3.0,,"MessageReplies(replies=0, replies_pts=290300, comments=True, recent_repliers=[], channel_id=1390786296, max_id=None, read_max_id=None)",,"MessageMediaPhoto(photo=Photo(id=6009122610106969030, access_hash=-2322785307377297314, file_reference=b'\x02J\x85\xe3\xe2\x00\x00!\xcba\x9fW\xb9\x91\xe4\x97\xa1\xa8}\xe7\x18\xbb$\xee\xa2K\x99\xe9|', date=datetime.datetime(2021, 4, 5, 13, 55, 28, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b""\x01\x17(\xd0\xbb\x19\xd81\x9e\xb5X\x84Rs\xd0u\xe0\xd5\x8b\xd8\x9a@\x8c\x80\x12\xb9\xe0\xd5%\x86\xe9\xc0W@\x07\x1d\xc7\xa5\x17aaZD\xdb\x95\xf5\xc75\x13I\xce\x19\xc6i\xefk0\x90l@A<\xf4\xe9L[I\xd9\xcec\n9\xc1\x04Qq\xd8\xb7\xa5\xb0c/|c\xfa\xd1N\xd3b\x92#'\x98\x81A\xc60G=h\xa0E\xd3Q.\xd5\xcf$\xf3\xdc\xd1E\x03B\xeeQ\xdc\xd2>\xd6\x18\xc9\x1d\xf2\r\x14R\x02Q\xedE\x14S\x11""), PhotoSize(type='m', w=320, h=180, size=24251), PhotoSize(type='x', w=800, h=450, size=117595), PhotoSizeProgressive(type='y', w=899, h=506, sizes=[7558, 27001, 61470, 86991, 136067])], dc_id=4, has_stickers=False, video_sizes=[]), ttl_seconds=None)",6638.0,Demotermine125028861086512021-04-05 16:15:52,📆 Lasst uns reden ! 👉 🏻 mehr Infos dazu # Termin # QuerDenken ! Traunstein Stadtplatz USER 08042021 Raus auf die Straße USER,124,de
3507,4081,4081,4723,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",28929,,,2021-11-30 01:45:16,2021-11-30 01:45:20,"Australier fluten Melbourne: Politiker schließen sich Protesten gegen Corona-Regeln an

👉🏻 Neuer Beitrag

USER",7.0,"MessageFwdHeader(date=datetime.datetime(2021, 11, 28, 13, 51, 15, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerChannel(channel_id=1443078981), from_name=None, channel_post=13036, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","MessageReplies(replies=0, replies_pts=329064, comments=True, recent_repliers=[], channel_id=1390786296, max_id=None, read_max_id=None)",,"MessageMediaWebPage(webpage=WebPage(id=4659986539583620619, url='https://de.rt.com/kurzclips/127686-australier-fluten-melbourne-politiker-schliessen/', display_url='de.rt.com/kurzclips/video/127686-australier-fluten-melbourne-politiker-schliessen', hash=0, type='photo', site_name='RT DE', title='Australier fluten Melbourne: Politiker schließen sich Protesten gegen Corona-Regeln an', description='Nach Schätzungen der Polizei von Victoria nahmen am Samstag 20.000 Menschen an einer erneuten Demonstration gegen die Corona-Politik in Melbourne teil – darunter auch ein Mitglied des Parlaments. Die Menschenmasse versammelte sich auf den Stufen des Parlaments, bevor sie mit regierungskritischen Plakaten und Fahnen durch die Straßen der Stadt zog.', photo=Photo(id=5842729714429570358, access_hash=655026481773973706, file_reference=b""\x00a\xbe\xefo\xd1\x0f_\xd1\x11\xef\xa62\xc46'\xa5y7\x04\x8e"", date=datetime.datetime(2021, 11, 27, 15, 52, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b'\x01\x17(\x84\xb0d\x08p\x00\xf6\xa8YJ\x0c\xa0$w\xe3\xa59\xa4\xe7<~<\xd2y\x83\xd7\x1e\x94\x8a\x19\xb9\xdb\xe5E9>\xa2\xacC\x00\xdb\xbe`:\xf5\xf4\xa6,\x88\x98<;u\xc7aC\xc8_\x92I>\x82\x8b\x01`Jv\x1c\x80\xbc\xf1\x83\xfd(\xa8\x11\xb6\x8d\xcd\xf3\x1fJ(\xb0\x8a\xf1\xcf\xb1q\xb4\x1e{\xd3\xbe\xd2\x07\xf0~\xb4QWa\x07\xda\x7f\xd8\xa47\x04\x1c\xaa\xed\xfdh\xa2\x8b\x00\xc6\x90\x96$\xf1\x9a(\xa2\x8b\x08'), PhotoSize(type='m', w=320, h=180, size=28824), PhotoSize(type='x', w=800, h=451, size=123287), PhotoSizeProgressive(type='y', w=1104, h=622, sizes=[13056, 46264, 86499, 123509, 193601])], dc_id=4, has_stickers=False, video_sizes=[]), embed_url=None, embed_type=None, embed_width=None, embed_height=None, duration=None, author=None, document=None, cached_page=None, attributes=[]))",1995.0,Demotermine1250288610289292021-11-30 01:45:20,Australier fluten Melbourne : Politiker schließen sich Protesten gegen Corona-Regeln an 👉 🏻 Neuer Beitrag USER,110,de
15317,17781,17781,19834,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",7537,,,2021-03-13 17:54:10,2021-03-13 17:54:10,"Eskalation in Dresden (13.03.2021) - Katz- und Mausspiel mit der Polizei. Dresdner wehren sich! USER

Raus auf die Straße USER",490.0,,"MessageReplies(replies=0, replies_pts=290300, comments=True, recent_repliers=[], channel_id=1390786296, max_id=None, read_max_id=None)",,"MessageMediaDocument(document=Document(id=5361556668012301877, access_hash=6978567400353472852, file_reference=b'\x02J\x85\xe3\xe2\x00\x00\x1dqa\x9fW\xc3\x9aU>\xbc\xa7q]9?HjrZ\xc4Hg', date=datetime.datetime(2021, 3, 13, 17, 2, 41, tzinfo=datetime.timezone.utc), mime_type='video/mp4', size=121576729, dc_id=2, attributes=[DocumentAttributeVideo(duration=1701, w=690, h=360, round_message=False, supports_streaming=True), DocumentAttributeFilename(file_name='dresdeneskaliert.mp4')], thumbs=[PhotoStrippedSize(type='i', bytes=b'\x01\x15(\xa6\x80\x902Ts\xd2\x9d\xb51\x85\x91H\xf7\xa8\x91\xdaF\xdb\xb4n\xf7\xa9>\xce\xc1v\xf7\xcd!\x93A\xfb\xbd\xdf2\x9c\x8e\xc6\xa5YH\x98av\x8c\xf2Gz\xa7\x17\x97\xb9\x8bc\xaf\x19\xa8\xbc\xd6-\x94\xf9~\x94\xc4n\x19\xe3\x1d]G\xe3Ee\x17>n#\x19\x1bs\x93E\x02#\x86R\x92\x01\x80wpj\xd39\xe4\n(\xa2[\x8d\x14\x18\x158\x06\xa4\xb7Eb\xdb\x86ph\xa2\x80-\x81\xde\x8a(\xa0\x0f'), PhotoSize(type='m', w=320, h=167, size=11981)], video_thumbs=[]), ttl_seconds=None)",12015.0,Demotermine125028861075372021-03-13 17:54:10,Eskalation in Dresden ( 13.03.2021 ) - Katz- und Mausspiel mit der Polizei . Dresdner wehren sich ! USER Raus auf die Straße USER,126,de
2641,2991,2991,3424,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",30379,,,2021-12-06 14:40:10,2021-12-06 14:40:13,"Aufzug Brackenheim am 29. November 21 — Team Freiheit Brackenheim
URL 2:14

Raus auf die Straßen USER
👉 Übersicht / Overview 👈",4.0,,"MessageReplies(replies=1, replies_pts=329064, comments=True, recent_repliers=[PeerUser(user_id=1509211696)], channel_id=1390786296, max_id=153390, read_max_id=None)",,"MessageMediaPhoto(photo=Photo(id=5869693252825885942, access_hash=2178603306563171825, file_reference=b'\x02J\x85\xe3\xe2\x00\x00v\xaba\xbe\xefa/\xa4Z\xb2\xf8\xe4\x8fzp1k\x84\xb3\x8aee', date=datetime.datetime(2021, 12, 6, 14, 40, 5, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b""\x01\x17(\xc7\xc5\x18\xa7\xb8\x19\xe2\xa4\x8e4f\x1c\xf1\x8c\x93\xe9H\x08\x97\x8a\x9b\xce;6\xe7\x8aFP\xb9\\du\xcd8 \x00\x10y\xa6\x04X'\x1e\xf4T\xb8\x02H\xf0x\xcf\xe5E  \xfa\xd4\xb1a[q\x19\x00r(\xa2\x80\x11\x8e\xe7\x00\x1c\n\x9e8w3n\x00`\x01\x8a(\xa0`aU\xe8(\xa2\x8a@\x7f""), PhotoSize(type='m', w=320, h=180, size=12939), PhotoSize(type='x', w=800, h=450, size=49694), PhotoSizeProgressive(type='y', w=1280, h=720, sizes=[11982, 27083, 37478, 56337, 86789])], dc_id=4, has_stickers=False, video_sizes=[]), ttl_seconds=None)",6209.0,Demotermine1250288610303792021-12-06 14:40:13,Aufzug Brackenheim am 29. November 21 — Team Freiheit Brackenheim URL 2:14 Raus auf die Straßen USER 👉 Übersicht / Overview 👈,126,de
3590,4166,4166,4819,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",28820,,,2021-11-29 05:15:08,2021-11-29 05:15:11,"28.11.2021 | München | #SpunktStreamTeam in die Massnahme — #MAMAandME
URL 4:48

Raus auf die Straßen USER
👉 Übersicht / Overview 👈",0.0,,"MessageReplies(replies=1, replies_pts=329064, comments=True, recent_repliers=[PeerUser(user_id=1993180436)], channel_id=1390786296, max_id=146445, read_max_id=None)",,"MessageMediaPhoto(photo=Photo(id=5849204347563519204, access_hash=5400702399574681630, file_reference=b'\x02J\x85\xe3\xe2\x00\x00p\x94a\xbe\xefpzi\x1a1\x19=\xb0}\x7f\xfeD?\x0f>P\x96', date=datetime.datetime(2021, 11, 29, 5, 14, 52, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b""\x01\x17(\xc6\xa5\x14\x94P\x05\xcbT\x89\xb0e\xef\xd0\x1au\xdcQ\xaa\xee\x8f\x8fl\xd4\x0b\xb0cr\xe7#\x8aC\x90\x84g\x8aEt#4QE2I#\xb7w\x19\xe0\x0fz|v\xe09G'v8\xc5\x14T\xdc\xb4\x86\xb4Gy\xc7\x18\xa8\xb3\xd74QM\x12\xc5U\xcfAE\x14S$""), PhotoSize(type='m', w=320, h=180, size=7606), PhotoSize(type='x', w=800, h=450, size=26620), PhotoSize(type='y', w=1280, h=720, size=31721)], dc_id=4, has_stickers=False, video_sizes=[]), ttl_seconds=None)",6975.0,Demotermine1250288610288202021-11-29 05:15:11,28.11.2021 | München | # SpunktStreamTeam in die Massnahme — # MAMAandME URL 4:48 Raus auf die Straßen USER 👉 Übersicht / Overview 👈,131,de
5330,6281,6281,7283,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",21948,,,2021-10-17 20:25:18,2021-10-17 20:25:22,"VEIKKO ON TOUR - Teil 2-2 - ""Who is Q"" - THÜRINGEN am 16.10.2021 — DER THÜRINGER 2.0
URL 1:40:02

Raus auf die Straßen USER
👉 Übersicht / Overview 👈",7.0,,"MessageReplies(replies=5, replies_pts=290292, comments=True, recent_repliers=[PeerUser(user_id=1177864490), PeerUser(user_id=504587947), PeerUser(user_id=721072176)], channel_id=1390786296, max_id=125889, read_max_id=None)",,"MessageMediaPhoto(photo=Photo(id=6011479301611957461, access_hash=8463033179347292729, file_reference=b'\x02J\x85\xe3\xe2\x00\x00U\xbca\x9fW8V\xb3^h\xcen\xb3N\xc4\xfd\x12.\x15\xc6|\x1b', date=datetime.datetime(2021, 10, 17, 20, 25, 12, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b""\x01\x17(\xcc\x8e'~\x83\xad=a\x1bI|\x82\xa7\x04R\xa5\xc3\xaa\xe1z\x81\x8c\xfe<Tm\xb9\x8e[\x93@\x0em\x92\x15\x03\xe5\xc0\xe7\x8cS^5\x03*\xd9\xa3\x85#<\xd4\x8a\xb9\\\x0e\x8dHh\x89\x89\x04\xe3\xf9QH\xfc5\x14 e\xb8\xe3\x07$m\x18\xf6\xa9V\x18\xde0]\xfa\xfa\x7f\xfa\xa8\xa2\xb5\xb2\xb9\x92l\x86[x\x962\xca[=\xaa\x08\xe4\xd8\xd8=\x07\xb5\x14TI\x17\x162C\x97'\xde\x8a(\xa9E3""), PhotoSize(type='m', w=320, h=180, size=14811), PhotoSize(type='x', w=800, h=450, size=54944), PhotoSize(type='y', w=1280, h=720, size=85940)], dc_id=4, has_stickers=False, video_sizes=[]), ttl_seconds=None)",3087.0,Demotermine1250288610219482021-10-17 20:25:22,"VEIKKO ON TOUR - Teil 2 - 2 - "" Who is Q "" - THÜRINGEN am 16.10.2021 — DER THÜRINGER 2.0 URL 1:40:02 Raus auf die Straßen USER 👉 Übersicht / Overview 👈",148,de
