,Unnamed: 0,id,message_id,date,cleaned_text,detected_entities
10,10,Demotermine1250288610161052021-08-29 12:22:00,16105,2021-08-29 12:22:34,"Berlin , 29.08.2021 - Bella Ciao @SandraGabriel269 Raus auf die Straßen @Demotermine","[{'entity': 'B-LOC', 'score': 0.9972735, 'index': 1, 'word': '▁Berlin', 'start': 0, 'end': 6}, {'entity': 'B-DATE', 'score': 0.9761766, 'index': 4, 'word': '▁29.', 'start': 9, 'end': 12}, {'entity': 'I-DATE', 'score': 0.91990143, 'index': 5, 'word': '08.', 'start': 12, 'end': 15}, {'entity': 'I-DATE', 'score': 0.90787816, 'index': 6, 'word': '2021', 'start': 15, 'end': 19}, {'entity': 'B-PER', 'score': 0.50788087, 'index': 14, 'word': 'abri', 'start': 41, 'end': 45}]"
11,11,Demotermine125028861090872021-04-14 19:47:34,9087,2021-04-14 19:46:20,Bremen-Vegesack Stadtgarten @BremenInfoChat 17042021 - 24042021 Raus auf die Straße @Demotermine!,"[{'entity': 'B-ACTION', 'score': 0.92298204, 'index': 1, 'word': '▁Bremen', 'start': 0, 'end': 6}, {'entity': 'B-ACTION', 'score': 0.9116208, 'index': 2, 'word': '-', 'start': 6, 'end': 7}, {'entity': 'B-ACTION', 'score': 0.96615714, 'index': 3, 'word': 'Ve', 'start': 7, 'end': 9}, {'entity': 'B-ACTION', 'score': 0.8878751, 'index': 4, 'word': 'ges', 'start': 9, 'end': 12}, {'entity': 'B-ACTION', 'score': 0.8867063, 'index': 5, 'word': 'a', 'start': 12, 'end': 13}, {'entity': 'B-ACTION', 'score': 0.79701316, 'index': 6, 'word': 'ck', 'start': 13, 'end': 15}, {'entity': 'B-LOC', 'score': 0.974607, 'index': 7, 'word': '▁Stadt', 'start': 16, 'end': 21}, {'entity': 'I-LOC', 'score': 0.6693097, 'index': 8, 'word': 'garten', 'start': 21, 'end': 27}, {'entity': 'B-DATE', 'score': 0.9819311, 'index': 15, 'word': '▁17', 'start': 44, 'end': 46}, {'entity': 'I-DATE', 'score': 0.83992445, 'index': 16, 'word': '04', 'start': 46, 'end': 48}, {'entity': 'I-DATE', 'score': 0.9336897, 'index': 17, 'word': '2021', 'start': 48, 'end': 52}, {'entity': 'B-DATE', 'score': 0.9802596, 'index': 19, 'word': '▁24', 'start': 55, 'end': 57}, {'entity': 'I-DATE', 'score': 0.88829964, 'index': 20, 'word': '04', 'start': 57, 'end': 59}, {'entity': 'I-DATE', 'score': 0.9340309, 'index': 21, 'word': '2021', 'start': 59, 'end': 63}]"
12,12,Demotermine125028861092152021-04-17 14:40:15,9215,2021-04-17 14:39:36,"Stuttgart , 17.4.2021 @BadenWuerttembergInfoChat Raus auf die Straße @Demotermine!","[{'entity': 'B-LOC', 'score': 0.9978563, 'index': 1, 'word': '▁Stuttgart', 'start': 0, 'end': 9}, {'entity': 'B-DATE', 'score': 0.96565795, 'index': 4, 'word': '▁17', 'start': 12, 'end': 14}, {'entity': 'I-DATE', 'score': 0.90547526, 'index': 5, 'word': '.4.', 'start': 14, 'end': 17}, {'entity': 'I-DATE', 'score': 0.9041009, 'index': 6, 'word': '2021', 'start': 17, 'end': 21}, {'entity': 'B-LOC', 'score': 0.93194765, 'index': 8, 'word': 'Ba', 'start': 23, 'end': 25}, {'entity': 'B-LOC', 'score': 0.46141532, 'index': 9, 'word': 'den', 'start': 25, 'end': 28}, {'entity': 'B-LOC', 'score': 0.47360054, 'index': 10, 'word': 'W', 'start': 28, 'end': 29}, {'entity': 'I-LOC', 'score': 0.49657637, 'index': 11, 'word': 'uer', 'start': 29, 'end': 32}, {'entity': 'B-LOC', 'score': 0.48364818, 'index': 12, 'word': 'tte', 'start': 32, 'end': 35}]"
13,13,Demotermine125028861051172021-01-13 12:29:37,5117,2021-01-13 12:28:47,@AnwaelteFuerAufklaerung @Demotermine,[]
14,14,Demotermine1250288610272062021-11-20 06:34:42,27206,2021-11-20 06:34:29,Adelaide Freedom Rally 👏 🏻 right now Raus auf die Straßen @Demotermine! 👉 Übersicht / Overview 👈,"[{'entity': 'B-LOC', 'score': 0.9891065, 'index': 1, 'word': '▁Adelaide', 'start': 0, 'end': 8}, {'entity': 'B-ACTION', 'score': 0.8347842, 'index': 2, 'word': '▁Freedom', 'start': 9, 'end': 16}, {'entity': 'B-ACTION', 'score': 0.6676642, 'index': 3, 'word': '▁Rally', 'start': 17, 'end': 22}]"
15,15,Demotermine1250288610183232021-09-18 12:39:10,18323,2021-09-18 12:38:25,Stuttgart Königstraße Höhe Eberhardstraße @Remstalrebell Raus auf die Straßen @Demotermine,"[{'entity': 'B-LOC', 'score': 0.997712, 'index': 1, 'word': '▁Stuttgart', 'start': 0, 'end': 9}, {'entity': 'B-LOC', 'score': 0.9902334, 'index': 2, 'word': '▁König', 'start': 10, 'end': 15}, {'entity': 'I-LOC', 'score': 0.65148443, 'index': 3, 'word': 'straße', 'start': 15, 'end': 21}, {'entity': 'I-LOC', 'score': 0.6065331, 'index': 4, 'word': '▁Höhe', 'start': 22, 'end': 26}, {'entity': 'I-LOC', 'score': 0.50236034, 'index': 5, 'word': '▁E', 'start': 27, 'end': 28}, {'entity': 'B-LOC', 'score': 0.49781677, 'index': 6, 'word': 'ber', 'start': 28, 'end': 31}, {'entity': 'I-LOC', 'score': 0.69283897, 'index': 7, 'word': 'hard', 'start': 31, 'end': 35}, {'entity': 'I-LOC', 'score': 0.8632017, 'index': 8, 'word': 'straße', 'start': 35, 'end': 41}, {'entity': 'B-LOC', 'score': 0.60913575, 'index': 10, 'word': 'Re', 'start': 43, 'end': 45}, {'entity': 'B-LOC', 'score': 0.5861015, 'index': 11, 'word': 'm', 'start': 45, 'end': 46}, {'entity': 'B-LOC', 'score': 0.43891922, 'index': 12, 'word': 'stal', 'start': 46, 'end': 50}, {'entity': 'B-LOC', 'score': 0.42703813, 'index': 13, 'word': 're', 'start': 50, 'end': 52}, {'entity': 'I-LOC', 'score': 0.78268355, 'index': 14, 'word': 'bell', 'start': 52, 'end': 56}]"
16,16,Demotermine125028861061042021-02-09 01:33:14,6104,2021-02-09 01:31:22,Autokorsos @Freiheitsfahrer und @Demotermine,"[{'entity': 'B-ACTION', 'score': 0.9712352, 'index': 1, 'word': '▁Auto', 'start': 0, 'end': 4}, {'entity': 'B-ACTION', 'score': 0.91827667, 'index': 2, 'word': 'kor', 'start': 4, 'end': 7}, {'entity': 'B-ACTION', 'score': 0.77655894, 'index': 3, 'word': 'sos', 'start': 7, 'end': 10}]"
17,17,Demotermine1250288610113882021-06-08 08:33:27,11388,2021-06-08 08:11:08,🗓 Wieselburg steht auf ! #Termin @OesterreichChat 09062021 Raus auf die Straße @Demotermine!,"[{'entity': 'B-LOC', 'score': 0.99395823, 'index': 3, 'word': '▁Wie', 'start': 2, 'end': 5}, {'entity': 'B-LOC', 'score': 0.86238354, 'index': 4, 'word': 'sel', 'start': 5, 'end': 8}, {'entity': 'B-LOC', 'score': 0.49783993, 'index': 5, 'word': 'burg', 'start': 8, 'end': 12}, {'entity': 'B-DATE', 'score': 0.9748283, 'index': 17, 'word': '▁09', 'start': 50, 'end': 52}, {'entity': 'I-DATE', 'score': 0.8426877, 'index': 18, 'word': '06', 'start': 52, 'end': 54}, {'entity': 'I-DATE', 'score': 0.90965426, 'index': 19, 'word': '2021', 'start': 54, 'end': 58}]"
18,18,Demotermine125028861092982021-04-19 22:01:27,9298,2021-04-19 22:00:21,Hanau @NordrheinWestfalenInfoChat 25042021 Raus auf die Straße @Demotermine!,"[{'entity': 'B-LOC', 'score': 0.9981134, 'index': 1, 'word': '▁Han', 'start': 0, 'end': 3}, {'entity': 'B-LOC', 'score': 0.8365694, 'index': 2, 'word': 'au', 'start': 3, 'end': 5}, {'entity': 'B-LOC', 'score': 0.39588535, 'index': 4, 'word': 'Nord', 'start': 7, 'end': 11}, {'entity': 'B-ACTION', 'score': 0.5840786, 'index': 9, 'word': 'Info', 'start': 25, 'end': 29}, {'entity': 'B-DATE', 'score': 0.9799401, 'index': 11, 'word': '▁250', 'start': 34, 'end': 37}, {'entity': 'I-DATE', 'score': 0.7747856, 'index': 12, 'word': '4', 'start': 37, 'end': 38}, {'entity': 'I-DATE', 'score': 0.87930745, 'index': 13, 'word': '2021', 'start': 38, 'end': 42}]"
19,19,Demotermine1250288610160572021-08-29 12:00:20,16057,2021-08-29 12:00:17,https://telesco.pe/Tayssen/28582 Raus auf die Straßen @Demotermine,"[{'entity': 'B-ORG', 'score': 0.8014604, 'index': 3, 'word': 'tele', 'start': 8, 'end': 12}, {'entity': 'I-ORG', 'score': 0.3990057, 'index': 4, 'word': 'sco', 'start': 12, 'end': 15}, {'entity': 'I-ORG', 'score': 0.52279896, 'index': 6, 'word': 'pe', 'start': 16, 'end': 18}]"
20,20,Demotermine1250288610145662021-08-21 08:30:03,14566,2021-08-21 08:29:14,Reichelsheim @Demo_Reichelsheim_Info @HessenInfoChat 21082021 Raus auf die Straßen @Demotermine,"[{'entity': 'B-LOC', 'score': 0.99467367, 'index': 1, 'word': '▁Reich', 'start': 0, 'end': 5}, {'entity': 'B-LOC', 'score': 0.5083364, 'index': 2, 'word': 'els', 'start': 5, 'end': 8}, {'entity': 'I-LOC', 'score': 0.88466287, 'index': 3, 'word': 'heim', 'start': 8, 'end': 12}, {'entity': 'B-LOC', 'score': 0.7428231, 'index': 7, 'word': 'Re', 'start': 19, 'end': 21}, {'entity': 'B-LOC', 'score': 0.5965355, 'index': 9, 'word': 'ls', 'start': 25, 'end': 27}, {'entity': 'I-LOC', 'score': 0.77244854, 'index': 10, 'word': 'heim', 'start': 27, 'end': 31}, {'entity': 'B-DATE', 'score': 0.9656505, 'index': 18, 'word': '▁2', 'start': 53, 'end': 54}, {'entity': 'I-DATE', 'score': 0.8112183, 'index': 19, 'word': '108', 'start': 54, 'end': 57}, {'entity': 'I-DATE', 'score': 0.8881676, 'index': 20, 'word': '2021', 'start': 57, 'end': 61}]"
21,21,Demotermine1250288610189102021-09-22 15:15:16,18910,2021-09-22 15:15:00,🇦 🇺 Dan-Made disaster . Raus auf die Straßen @Demotermine,"[{'entity': 'B-LOC', 'score': 0.6893591, 'index': 5, 'word': '▁Dan', 'start': 4, 'end': 7}]"
22,22,Demotermine125028861062992021-02-14 00:53:44,6299,2021-02-14 00:51:56,Kaiserslautern Kältehilfe Damit auch Wohungslose Aufmerksamkeit bekommen @Demotermine,"[{'entity': 'B-LOC', 'score': 0.9961541, 'index': 1, 'word': '▁Kaiser', 'start': 0, 'end': 6}, {'entity': 'I-LOC', 'score': 0.7681479, 'index': 2, 'word': 's', 'start': 6, 'end': 7}, {'entity': 'I-LOC', 'score': 0.59974366, 'index': 3, 'word': 'lau', 'start': 7, 'end': 10}, {'entity': 'I-LOC', 'score': 0.8930203, 'index': 4, 'word': 'tern', 'start': 10, 'end': 14}]"
23,23,Demotermine1250288610133752021-08-01 10:40:25,13375,2021-08-01 10:40:04,Berlin Motorradkorso Raus auf die Straße @Demotermine!,"[{'entity': 'B-LOC', 'score': 0.9977174, 'index': 1, 'word': '▁Berlin', 'start': 0, 'end': 6}, {'entity': 'B-ACTION', 'score': 0.97009695, 'index': 2, 'word': '▁Motor', 'start': 7, 'end': 12}, {'entity': 'B-ACTION', 'score': 0.9658929, 'index': 3, 'word': 'rad', 'start': 12, 'end': 15}, {'entity': 'B-ACTION', 'score': 0.93696916, 'index': 4, 'word': 'kor', 'start': 15, 'end': 18}, {'entity': 'B-ACTION', 'score': 0.91125846, 'index': 5, 'word': 'so', 'start': 18, 'end': 20}]"
24,24,Demotermine1250288610552,552,2019-09-07 04:34:51,Deutschlandtour der BPE zur Aufklärung über den Politischen Islam - heute in Stralsund,"[{'entity': 'B-ACTION', 'score': 0.9431512, 'index': 1, 'word': '▁Deutschland', 'start': 0, 'end': 11}, {'entity': 'B-ACTION', 'score': 0.84071153, 'index': 2, 'word': 'tour', 'start': 11, 'end': 15}, {'entity': 'B-ORG', 'score': 0.9816902, 'index': 4, 'word': '▁B', 'start': 20, 'end': 21}, {'entity': 'I-ORG', 'score': 0.9758887, 'index': 5, 'word': 'PE', 'start': 21, 'end': 23}, {'entity': 'B-DATE', 'score': 0.88833916, 'index': 15, 'word': '▁heute', 'start': 68, 'end': 73}, {'entity': 'B-LOC', 'score': 0.9962882, 'index': 17, 'word': '▁Stra', 'start': 77, 'end': 81}, {'entity': 'B-LOC', 'score': 0.6598577, 'index': 18, 'word': 'l', 'start': 81, 'end': 82}, {'entity': 'I-LOC', 'score': 0.9498711, 'index': 19, 'word': 'sund', 'start': 82, 'end': 86}]"
25,25,Demotermine1250288610155542021-08-28 16:40:51,15554,2021-08-28 16:40:57,Antifa Angriff in Brig .. Raus auf die Straßen @Demotermine,"[{'entity': 'B-ORG', 'score': 0.96499556, 'index': 1, 'word': '▁Anti', 'start': 0, 'end': 4}, {'entity': 'I-ORG', 'score': 0.7259476, 'index': 2, 'word': 'fa', 'start': 4, 'end': 6}, {'entity': 'B-ACTION', 'score': 0.73556536, 'index': 3, 'word': '▁Angriff', 'start': 7, 'end': 14}, {'entity': 'B-LOC', 'score': 0.99609345, 'index': 5, 'word': '▁Brig', 'start': 18, 'end': 22}]"
26,26,Demotermine1250288610114972021-06-10 08:15:28,11497,2021-06-10 08:15:22,Matrix — Querdenken234 - Bochum https://youtu.be/t6Lxag2AAAw 0:18 Raus auf die Straße @Demotermine!,"[{'entity': 'B-ORG', 'score': 0.97852725, 'index': 3, 'word': '▁Quer', 'start': 9, 'end': 13}, {'entity': 'I-ORG', 'score': 0.9843561, 'index': 4, 'word': 'denken', 'start': 13, 'end': 19}, {'entity': 'I-ORG', 'score': 0.99257505, 'index': 5, 'word': '23', 'start': 19, 'end': 21}, {'entity': 'I-ORG', 'score': 0.96192884, 'index': 6, 'word': '4', 'start': 21, 'end': 22}, {'entity': 'B-LOC', 'score': 0.9962141, 'index': 8, 'word': '▁Boc', 'start': 25, 'end': 28}, {'entity': 'I-LOC', 'score': 0.9006471, 'index': 9, 'word': 'hum', 'start': 28, 'end': 31}, {'entity': 'B-TIME', 'score': 0.9047481, 'index': 25, 'word': '▁0', 'start': 61, 'end': 62}, {'entity': 'I-TIME', 'score': 0.6944079, 'index': 26, 'word': ':18', 'start': 62, 'end': 65}]"
27,27,Demotermine125028861049192021-01-06 09:38:43,4919,2021-01-06 09:36:55,Tägliche Infos @ReichstagNews Diskussion @Reichsbuerger @Demotermine,[]
28,28,Demotermine1250288610183392021-09-18 12:59:11,18339,2021-09-18 12:58:04,Stuttgart - nun wieder Königstraße Richtung HBF Raus auf die Straßen @Demotermine,"[{'entity': 'B-LOC', 'score': 0.99834883, 'index': 1, 'word': '▁Stuttgart', 'start': 0, 'end': 9}, {'entity': 'B-LOC', 'score': 0.9949007, 'index': 5, 'word': '▁König', 'start': 23, 'end': 28}, {'entity': 'I-LOC', 'score': 0.7963292, 'index': 6, 'word': 'straße', 'start': 28, 'end': 34}, {'entity': 'I-LOC', 'score': 0.92131, 'index': 7, 'word': '▁Richtung', 'start': 35, 'end': 43}, {'entity': 'B-LOC', 'score': 0.84497267, 'index': 8, 'word': '▁H', 'start': 44, 'end': 45}, {'entity': 'I-LOC', 'score': 0.70148164, 'index': 9, 'word': 'BF', 'start': 45, 'end': 47}]"
29,29,Demotermine125028861091802021-04-15 22:38:24,9180,2021-04-15 22:36:12,Berlin Details https://t.me/Demotermine/9170 21042021 - 23042021 Raus auf die Straße @Demotermine!,"[{'entity': 'B-LOC', 'score': 0.99523664, 'index': 1, 'word': '▁Berlin', 'start': 0, 'end': 6}, {'entity': 'B-DATE', 'score': 0.979153, 'index': 14, 'word': '▁21', 'start': 45, 'end': 47}, {'entity': 'I-DATE', 'score': 0.78273755, 'index': 15, 'word': '04', 'start': 47, 'end': 49}, {'entity': 'I-DATE', 'score': 0.92761797, 'index': 16, 'word': '2021', 'start': 49, 'end': 53}, {'entity': 'B-DATE', 'score': 0.9803459, 'index': 18, 'word': '▁23', 'start': 56, 'end': 58}, {'entity': 'I-DATE', 'score': 0.88463134, 'index': 19, 'word': '04', 'start': 58, 'end': 60}, {'entity': 'I-DATE', 'score': 0.93525916, 'index': 20, 'word': '2021', 'start': 60, 'end': 64}]"
30,30,Demotermine125028861049852021-01-08 01:37:25,4985,2021-01-08 01:35:56,"✨ Egal wo ihr diesen , oder die kommenden Samstage seid ! ✨ @RheinCandleLight @Demotermine","[{'entity': 'B-DATE', 'score': 0.5557421, 'index': 13, 'word': '▁Samstag', 'start': 42, 'end': 49}]"
